department;number;valid_to;call_sign;category;transmitter_power;operator_1;operator_2;operator_3;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number
UKE-Bydgoszcz;2/K/D/2014;2019-09-12;SP2PIK;1;500;SP2FAX;SP2LQC;SP2WKB;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Regionalny Klub KrÛtkofalowcÛw Pomorza i Kujaw;Ko≥aczkowo;;23;;Ko≥aczkowo;;23;
UKE-Olsztyn;3/K/M/2014;2019-09-16;SP4KVA;1;500;SP4OIU;SP4SHJ;SP4DEV;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK SP4KVA;I≥awa;WyszyÒskiego;15;;I≥awa;WyszyÒskiego;15;
UKE-Katowice;125/K/F/2014;2019-10-16;SP9YKD;1;500;SP9BKW;SP9EM;SP9CSW;Stowarzyszenie KrÛtkofalowcÛw Zag≥Íbia Dπbrowskiego;Dπbrowa GÛrnicza;JÛzefa Mireckiego;22;;Stowarzyszenie KrÛtkofalowcÛw Zag≥Íbia Dπbrowskiego;Dπbrowa GÛrnicza;JÛzefa Mireckiego;22;;Dπbrowa GÛrnicza;JÛzefa Mireckiego;22;
UKE-£Ûdü;151/K/L/2014;2019-10-22;SP7KED;1;500;SP7VV;SP7SZN;SQ7CGN;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;WieluÒski Klub KrÛtkofalowcÛw;WieluÒ;Krakowskie Przedmieúcie;5;;Ruda;D≥uga;31;
UKE-Warszawa;10/K/B/2014;2019-11-23;SP5PAT;1;150;SP5HEN;SQ5ABG;SQ5RJG;"Stowarzyszenie "" Na Fali Profilaktyki""";Warszawa;Al. Niepodleg≥oúci;73;47;"Stowarzyszenie "" Na Fali Profilaktyki""";Warszawa;Al. Niepodleg≥oúci;73;47;Stare Garkowo;;2;
UKE-PoznaÒ;1/K/N/2015;2020-01-18;SP3KNO;1;500;SP6OPZ;SP3MEP;SP6FRF;LIGA OBRONY KRAJU;WARSZAWA;CHOCIMSKA;14;;KLUB £•CZNOåCI LOK - LESZCZY—SKI KLUB KR”TKOFALOWC”W;D•BCZE;;13;;D•BCZE;;13;
UKE-Warszawa;11/K/B/2015;2020-03-26;SP5B;1;500;SP5SSB;;;WARSZAWSKI ODDZIA£ TERENOWY PZK;Warszawa;ul. Lokajskiego;22;42;Warszawski Oddzia≥ Terenowy PZK;Warszawa;ul. Lokajskiego;22;42;Piaseczno;ul. PowstaÒcÛw  Warszawy;12A;33
UKE-£Ûdü;153/K/L/2015;2020-05-04;SP7ZEX;1;500;SP7NHS;SQ7MRR;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Radio Klub Zgierz;Zgierz;D≥uga;42;;Zgierz;D≥uga;42;
UKE-RzeszÛw;4/K/O/2010;2020-07-16;SP8YWK;1;150;SQ8GBE;SQ8GBD;SQ8UW;"Rodzinny Klub KrÛtkofalowcÛw ""By Family Wiech""";Miejsce Piastowe;ul. Jana Paw≥a II;53;;"Rodzinny Klub KrÛtkofalowcÛw ""By Family Wiech""";Miejsce Piastowe;ul. Jana Paw≥a II;53;;Miejsce Piastowe;ul. Jana Paw≥a II;53;
UKE-Olsztyn;4/K/M/2010;2020-07-19;SP0CFF;1;500;SP2FAP;SP2LNW;SP5X;Towarzystwo Turystyczne i Historyczne im. Roberta Dorra;Suchacz-Zamek;Wielmoøy;5B;;Towarzystwo Turystyczne i Historyczne im. Roberta Dorra;Suchacz-Zamek;Wielmoøy;5B;;Suchacz-Zamek;Wielmoøy;5B;
UKE-Warszawa;41/K/B/2015;2020-07-28;HF0WFF;1;500;SP5UUD;SP5Z;;SpÛ≥dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;;SpÛ≥dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;;PRZASNYSZ;ul. Sosnowa;12;
UKE-Warszawa;1/K/B/2016;2021-01-11;SP5ZIM;1;500;SP5GKN;SP5GRU;;SpÛ≥dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;;SpÛ≥dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;;PRZASNYSZ;ul. Orlika;27;
UKE-Warszawa;11/K/B/2016;2021-01-14;SP0OPOR;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;52∞13.09'N    21∞59.20'E;;;
UKE-Warszawa;12/K/B/2016;2021-01-14;SP5PNO;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;52∞6.09'N    21∞15.79'E;;;
UKE-Warszawa;13/K/B/2016;2021-01-18;SP5PJX;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;52∞13.10'N    20∞59.21'E;;;
UKE-Warszawa;14/K/B/2016;2021-01-18;SP5PWK;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Warszawa;52∞13.08'N    20∞59.18'E;;
UKE-Warszawa;17/K/B/2016;2021-03-23;SP5KOG;1;500;SP5CGN;SP5FJJ;SP5TIC;Centrum Kultury w B≥oniu;B£ONIE;ul. Jana Paw≥a II;1B;;Centrum Kultury w B≥oniu;B£ONIE;ul. Jana Paw≥a II;1B;;B£ONIE;ul. Jana Paw≥a II;1B;
UKE-Warszawa;28/K/B/2016;2021-03-24;SP5KUT;1;500;SP5WLY;SP5NON;SQ5AZH;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;P≥ock;ul. NorbertaÒska;6;
UKE-Warszawa;27/K/B/2016;2021-04-06;SP5PPK;1;500;SQ5JD;SO5S;SP5P;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Praski Oddzia≥ Terenowy PZK;Warszawa;ul. Kordeckiego;66;U1/U2;Warszawa;ul. Kordeckiego;66;U1
UKE-GdaÒsk;0017/K/E/2011;2021-04-14;SP2KCQ;1;500;SQ2HRJ;SQ2LYZ;SP2QCA;"Pomorski Klub KrÛtkofalowcÛw ""CQ DX""";GDA—SK;ul. Noskowskiego;17B;13;"Pomorski Klub KrÛtkofalowcÛw ""CQ DX""";GDA—SK;ul. Noskowskiego;17B;13;GDA—SK;ul. Noskowskiego;17B;13
UKE-Warszawa;29/K/B/2016;2021-05-04;3Z5HW;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Warszawa;ul. GÛrczewska;15a;
UKE-£Ûdü;179/K/L/2016;2021-06-09;SP7PGK;1;500;SP7MTU;SP7HKO;SP7CBG;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;"Osiedlowy Klub PZK przy SM ""ZARZEW""";£Ûdü;PrzÍdzalniana;102/104;;£Ûdü;PrzÍdzalniana;102/104;
UKE-PoznaÒ;13/K/N/2011;2021-12-28;SP3PJA;1;150;SQ3HXH;SP3IAS;SP3XPJ;STOWARZYSZENIE KR”TKOFALOWC”W ZIEMI JAROCI—SKIEJ;JAROCIN;KAZIMIERZA WIELKIEGO;14;B;STOWARZYSZENIE KR”TKOFALOWC”W ZIEMI JAROCI—SKIEJ;JAROCIN;KAZIMIERZA WIELKIEGO;14;B;JAROCIN;KAZIMIERZA WIELKIEGO;14;B
UKE-Katowice;156/K/F/2012;2022-06-21;SP9KRG;1;150;SP9MLI;SQ9SMC;SQ9ORS;Ochotniczy Sztab Ratownictwa i £πcznoúci;CzÍstochowa;Nowowiejskiego;2;7;Ochotniczy Sztab Ratownictwa i £πcznoúci;CzÍstochowa;Nowowiejskiego;2;7;CzÍstochowa;Nowowiejskiego;20;
UKE-GdaÒsk;0047/K/E/2012;2022-07-24;SP2ZSK;1;150;SQ2KTB;SQ5PWM;SQ5MJW;Stowarzyszenie Harcerskie Knieja;GDA—SK;ul. Kolejowa;4A;7;Stowarzyszenie Harcerskie Knieja;GDA—SK;ul. Kolejowa;4A;7;GDA—SK;ul. Kolejowa;4A;7
UKE-Katowice;5/K/F/2012;2022-12-03;SP9KAG;1;500;SQ9UM;SP9NLA;SP9CXN;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK SP9KAG;Gliwice;Korfantego;6;;Gliwice;Korfantego;6;
UKE-PoznaÒ;5/K/N/2013;2023-02-09;SP3YDE;1;500;SQ3DZW;SQ3EPX;SP3TLJ;"UCZNIOWSKI KLUB SPORTOWY ""AMATOR SP3YDE"" GNIEZNO";GNIEZNO;STAROWIEJSKA;53;;"UCZNIOWSKI KLUB SPORTOWY ""AMATOR SP3YDE"" GNIEZNO";GNIEZNO;STAROWIEJSKA;53;;GNIEZNO;STAROWIEJSKA;53;
UKE-KrakÛw;183/K/I/2013;2023-03-29;SP9YCW;1;500;SP9BRP;SP9DGO;SP9VEG;Klub SympatykÛw Telegrafii;KrakÛw;ul. Na Koz≥Ûwce;5;20;Klub SympatykÛw Telegrafii;KrakÛw;ul. Na Koz≥Ûwce;5;20;KrakÛw;ul. Na Koz≥Ûwce;5;20
UKE-KrakÛw;184/K/I/2013;2023-04-26;SP9KGP;1;150;SQ9PBS;SQ9XTR;SQ7HJI;"Klub Turystyczno-Radiowo-Astronomiczny ""Ryjek""";KrakÛw;ul. Bronowicka;52;10;"Klub Turystyczno-Radiowo-Astronomiczny ""Ryjek""";KrakÛw;ul. Bronowicka;52;10;Pcim;os. Kud≥acze (Schronisko PTTK);;
UKE-PoznaÒ;12/K/N/2013;2023-08-27;SP3YAD;1;150;SP3CCV;SP3FHR;SP3DZW;S£UPECKI KLUB KR”TKOFALARSKI SP3YAD;S£UPCA;ORZESZKOWEJ;3A;3;S£UPECKI KLUB KR”TKOFALARSKI SP3YAD;S£UPCA;ORZESZKOWEJ;3A;3;S£UPCA;ORZESZKOWEJ;3A;3
UKE-KrakÛw;189/K/I/2014;2024-06-20;SP9MOA;1;150;SP9BCH;SP9HSQ;SQ9O;Niepo≥omicki Klub KrÛtkofalowcÛw przy M≥odzieøowym Obserwatorium Astronomicznym;Niepo≥omice;ul. Kopernika;2;;Niepo≥omicki Klub KrÛtkofalowcÛw przy M≥odzieøowym Obserwatorium Astronomicznym;Niepo≥omice;ul. Kopernika;2;;Niepo≥omice;ul. Kopernika;2;
UKE-Bydgoszcz;1/K/D/2015;2025-02-02;SP2ZCH;1;500;SP2SGX;SP2SGZ;SP2SNF;Zwiπzek Harcerstwa Polskiego;Warszawa;ul. M.Konopnickiej;6;;Harcerski Klub £πcznoúci FERRYT;Inowroc≥aw;ul. Wojska Polskiego;5;;Inowroc≥aw;ul. Wojska Polskiego;5;
UKE-Warszawa;4/K/B/2015;2025-02-19;SP5MASR;1;500;SP5RE;SQ5NWE;SQ5SDL;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Klub Mazowiecka SieÊ Ratunkowa PZK;Warszawa;ul. Kordeckiego;66;;Warszawa;ul. Kordeckiego;66;
UKE-Warszawa;9/K/B/2015;2025-02-19;SN0STS;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Warszawski Klub KrÛtkofalowcÛw;Warszawa;ul. Mochnackiego;4;77;Warszawa;ul. Mochnackiego;4;77
UKE-Warszawa;10/K/B/2015;2025-02-22;SP5PDB;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Klub KrÛtkofalowcÛw przy Technikum nr 7 w Warszawie;Warszawa;ul. SzczÍúliwicka;56;;Warszawa;ul. SzczÍúliwicka;56;
UKE-Kielce;67/K/G/2015;2025-03-11;SP7PSW;1;500;SQ7OWR;SP7WJ;SQ7BCH;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Starachowice;Na Szlakowisku;7a;94
UKE-KrakÛw;191/K/I/2015;2025-03-11;SP9KPK;1;500;SP9VRJ;SP9VRO;SP9MAX;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Krakowsko PodhalaÒska Grupa KrÛtkofalowcÛw D-STAR;GliczarÛw GÛrny;;111A;;GliczarÛw GÛrny;;111A;
UKE-GdaÒsk;0025/K/E/2015;2025-03-19;SP2KFQ;1;500;SP2ALT;SP2LQP;;Liga Obrony Kraju;Warszawa;ul. Chocimska;14;;Klub £πcznoúci LOK SP2KFQ;CHOJNICE;ul. Wysoka;3c;211;Chojnice;ul. Wysoka;3c;211
UKE-Szczecin;13/K/P/2015;2025-03-19;SP1LSK;1;500;SQ1BHR;SQ1KSB;SP1LOI;£obeskie Stowarzyszenie KrÛtkofalowcÛw;£obez;PiastÛw;8;;£obeskie Stowarzyszenie KrÛtkofalowcÛw;£obez;PiastÛw;8;;£obez;PiastÛw;8;
UKE-KrakÛw;192/K/I/2015;2025-03-26;SP9PGE;1;500;SP9ITP;SP9ORH;SP9IVD;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Krakowska Grupa Ekspedycji Radiowych SP9PGE;Wieliczka;Koümice Ma≥e;97;;Wieliczka;Koümice Ma≥e;97;
UKE-Katowice;178/K/F/2015;2025-04-09;SP9ZEW;1;150;SQ9CNS;;;Zwiπzek Harcerstwa Polskiego Chorπgiew ålπska;Katowice;Al.Korfantego;8;;Zwiπzek Harcerstwa Polskiego Hufiec Ziemi ZawierciaÒskiej;Zawiercie;Sienkiewicza;1;;Zawiercie;Sienkiewicza;1;
UKE-Zielona GÛra;2/D/K/S/2015;2025-05-10;HF3PUMP;T;500;SP3SBY;SP3GVX;SP3WVL;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OK”LNIK;9A;16;"S≥ubicki Klub KrÛtkofalowcÛw PZK ""Druciarnia SP3PJW";S≥ubice;KOPERNIKA;71;7;S≥ubice;KOPERNIKA;71;7
UKE-KrakÛw;193/K/I/2015;2025-05-16;SP9PPL;1;500;SP9MAX;;;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;KrakÛw;ul. Teligi;17;20
UKE-KrakÛw;194/K/I/2015;2025-05-16;SP9PKG;1;500;SP9MAX;;;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;KrakÛw;ul. Teligi;17;20
UKE-Bydgoszcz;5/K/D/2015;2025-05-19;SP2ZDZ;1;500;SQ2KLZ;SQ2OMB;SP2GYA;Chorπgiew Kujawsko-Pomorska Zwiπzku Harcerstwa Polskiego;Bydgoszcz;Dworcowa;56;;Klub £πcznoúci Hufca ZHP Brodnica;Brodnica;Mazurska;28;;Brodnica;Mazurska;28;
UKE-Opole;36/K/T/2015;2025-06-09;SP6ZJP;1;500;SP6OUJ;;;Stowarzyszenie KrÛtkofalowcÛw PogÛrza Opawskiego;G≥ubczyce;ul. Wiπzowa;7;;Stowarzyszenie KrÛtkofalowcÛw PogÛrza Opawskiego;G≥ubczyce;ul. Wiπzowa;7;;G≥ubczyce;ul. Koúciuszki;24;
UKE-PoznaÒ;2/K/N/2015;2025-06-14;SP3YPX;1;500;SP3EPX;SP3VBE;SQ3AV;RODZINNY KLUB KR”TKOFALOWC”W;PI£A;£OWIECKA;4;11;RODZINNY KLUB KR”TKOFALOWC”W;PI£A;£OWIECKA;4;11;PI£A;£OWIECKA;4;11
UKE-Katowice;182/K/F/2015;2025-06-18;SP9YST;1;150;SP9WAY;SP9MRP;SP9XLC;Ochotnicza Straø Poøarna w Orzechu Gmina åwierklaniec;Orzech;WieczorkÛw;34;;KoleøeÒski Klub KrÛtkofalowcÛw przy OSP Orzech SP9YST;Orzech;WieczorkÛw;34;;Orzech;WieczorkÛw;34;
UKE-£Ûdü;155/K/L/2015;2025-06-23;SP7KMX;1;500;SQ7OCJ;SP7NPR;;Liga Obrony Kraju;Warszawa;CHOCIMSKA;14;;Klub £πcznoúci LOK SP7KMX;Skierniewice;NowobielaÒska;26A;3;Skierniewice;NowobielaÒska;26A;lok 3
UKE-£Ûdü;156/K/L/2015;2025-07-01;SP7ZHP;1;500;SP7VS;SQ7OIT;SQ7OFJ;Zwiπzek Harcerstwa Polskiego Chorπgiew £Ûdzka;£Ûdü;Stefanowskiego;19;;Klub £πcznoúci SP7ZHP;£Ûdü;Stefanowskiego;19;;£Ûdü;Stefanowskiego;19;
UKE-Wroc≥aw;136/K/R/2015;2025-07-01;SP6PGH;1;500;SQ6XL;;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Klub KrÛtkofalowcÛw PZK ""HORYZONT""";Wroc≥aw;ul. Spacerowa;45;;Wroc≥aw;ul. Spacerowa;45;
UKE-Wroc≥aw;153/K/R/2015;2025-07-01;3Z0TECH;1;500;SQ6BBA;3Z6AEF;SP6MLF;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Dolnoúlπski Klub KrÛtkofalowcÛw KonstruktorÛw PZK;Mokronos GÛrny;Aleja Konwaliowa;9;;Mokronos GÛrny;Aleja Konwaliowa;9;
UKE-GdaÒsk;0111/K/E/2015;2025-07-09;SP2ZFT;1;500;SP2FAV;SP2AYQ;SP2GUV;Zwiπzek Harcerstwa Polskiego, Chorπgiew GdaÒska;GDA—SK;ul. Za Murami;2-10;;Harcerski Klub £πcznoúci SP2ZFT;MALBORK;ul. Narutowicza;14;;MALBORK;Plac G. Narutowicza;14;
UKE-Katowice;183/K/F/2015;2025-07-23;SP9JKK;1;500;SP9JKL;SP9KN;;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK Jurajski Klub KrÛtkofalowcÛw SP9JKK;MyszkÛw;Miedziana;3;;MyszkÛw;Miedziana;3;
UKE-GdaÒsk;0129/K/E/2015;2025-08-06;SP2YWL;1;500;SP2TQI;SP2EBG;SQ2IHP;Miejski Klub Sportowy W≥adys≥awowo;W£ADYS£AWOWO;ul.  1000 Lecia P.P.;8;18;Miejski Klub Sportowy W≥adys≥awowo;W£ADYS£AWOWO;ul.  1000 Lecia P.P.;8;18;W£ADYS£AWOWO;ul. BohaterÛw Kaszubskich;dzia. 592;5
UKE-GdaÒsk;0139/K/E/2015;2025-08-08;SP2PZH;1;500;SP2AYC;SQ2NIB;SQ2JSN;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Studencki Klub KrÛtkofalowcÛw przy Politechnice GdaÒskiej;GdaÒsk;ul. Narutowicza;11-12;;GdaÒsk;ul. Narutowicza;11-12;
UKE-Szczecin;94/K/P/2015;2025-08-09;SP1KIZ;1;500;SP1II;SP1APZ;SQ1OD;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK SP1KIZ;Postomino;;85A;;Postomino;;85A;
UKE-Opole;38/K/T/2015;2025-08-10;SP9KDA;1;500;SP9UO;SP6MQO;;Polski Zwiπzek KrÛtkofalowcÛw Oddzia≥ Terenowy nr 11 w Opolu;Opole;ul. SkautÛw Opolskich;15;XI piÍtro;Klub £πcznoúci LOK SP9KDA w Oleúnie;Olesno;Wielkie Przedmieúcie;51;;Olesno;ul. Wielkie Przedmieúcie;51;
UKE-Szczecin;107/K/P/2015;2025-08-14;SP1PBT;1;500;SP1TMN;;;Polski  Zwiπzek  KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Polski  Zwiπzek  KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Szczecin;Rubinowa;5;28
UKE-Bydgoszcz;13/K/D/2015;2025-08-20;SP2TMT;1;500;SQ2BNM;SP2MSF;SP2RAK;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;ToruÒ;Chrobrego;86;
UKE-£Ûdü;158/K/L/2015;2025-08-26;SP7TUL;1;500;SQ7KGH;SP7ZEG;SQ7OBD;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;£Ûdü;WÛlczaÒska;223;
UKE-Warszawa;49/K/B/2015;2025-09-14;3Z5PW;1;500;SQ5JQI;SQ7JHV;SP5QWG;Politechnika Warszawska;Warszawa;Pl. Politechniki;1;;Politechnika Warszawska;Warszawa;Pl. Politechniki;1;;Warszawa;ul. Nowowiejska;15/19;542
UKE-Warszawa;47/K/B/2015;2025-09-20;SP5ILOT;1;500;SN5U;;;Instytut Lotnictwa;Warszawa;al. Krakowska;110/114;;Instytut Lotnictwa;Warszawa;al. Krakowska;110/114;;Warszawa;al. Krakowska;110/114;
UKE-Warszawa;48/K/B/2015;2025-09-20;SP5JM;1;500;SP5UHW;;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Fundacja OPOR (OgÛlnopolskie Porozumienie Organizacji Radioamatorskich);Warszawa;ul. Chocimska;14;;Warszawa;ul. Mi≥a;22;
UKE-Warszawa;50/K/B/2015;2025-09-20;SP5WWL;1;500;SP5CCC;;;Stowarzyszenie KrÛtkofalowcÛw Ziemi Wo≥omiÒskiej;Wo≥omin;ul. WileÒska;51A;;Stowarzyszenie KrÛtkofalowcÛw Ziemi Wo≥omiÒskiej;Wo≥omin;ul. WileÒska;51A;;Wo≥omin;ul. WileÒska;51A;
UKE-RzeszÛw;158/K/O/2015;2025-09-21;SP8Y;1;500;SP8G;;;Klub Rodzinny Rodziny Wianeckich;Øabno;Øabno;155;;Klub Rodzinny Rodziny Wianeckich;Øabno;Øabno;155;;Øabno;;155;
UKE-Zielona GÛra;36/K/S/2015;2025-09-28;SP10A;1;500;SQ3LLS;SQ3LLZ;;STOWARZYSZENIE PRZYSTA— W KROåNIE ODRZA—SKIM;Krosno OdrzaÒskie;PIAST”W;10E;;STOWARZYSZENIE PRZYSTA— W KROåNIE ODRZA—SKIM;Krosno OdrzaÒskie;PIAST”W;10E;;Krosno OdrzaÒskie;PIAST”W;10E;
UKE-Warszawa;43/K/B/2015;2025-10-02;HF71PW;T;500;SP5PB;;;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;Klub £πcznoúci  LOK  SP5KCR;Warszawa;Chocimska;14;;Warszawa;Chocimska;14;
UKE-KrakÛw;198/K/I/2015;2025-10-07;SP9KMQ;1;500;SP9LVZ;;;Centrum Integracji i Rozwoju Regionalnego;Wola;ul. Przemys≥owa;6;412;Centrum Integracji i Rozwoju Regionalnego;Wola;ul. Przemys≥owa;6;412;Osiek;ul. Modrzewiowa;12;
UKE-Katowice;188/K/F/2015;2025-10-08;SP0BASR;1;500;SP9LVZ;;;Centrum Integracji i Rozwoju Regionalnego;Wola;Przemys≥owa;6;412;Centrum Integracji i Rozwoju Regionalnego;Wola;Przemys≥owa;6;412;Wola;Przemys≥owa;6;412
UKE-Katowice;189/K/F/2015;2025-10-08;3Z9SRG;1;500;SP9UNQ;;;"Stowarzyszenie ""Razem G≥oúniej""";Dπbrowa GÛrnicza;Wojska Polskiego;31;;"Stowarzyszenie ""Razem G≥oúniej""";Dπbrowa GÛrnicza;Wojska Polskiego;31;;Dπbrowa GÛrnicza;Wojska Polskiego;31;
UKE-Kielce;63/K/G/2015;2025-11-02;SP7ZDS;1;150;SP7EVK;SP7MFY;SQ7BCL;Zwiπzek Harcerstwa Polskiego Chorπgiew Kielecka;Kielce;PaÒska;1a;;Zwiπzek Harcerstwa Polskiego Chorπgiew Kielecka;Kielce;PaÒska;1a;;Starachowice;Harcerska;4;
UKE-Lublin;1/K/K/2015;2025-11-10;SP8KIT;1;500;SQ8NZD;;;Liga Obrony Kraju;Warszawa;ul. Chocimska;14;;"Klub £πcznoúci LOK SP8KIT przy SpÛ≥dzielczym Klubie Kultury ""S≥oneczko""";HrubieszÛw;ul. Polna;19;;HrubieszÛw;ul. Polna;19;
UKE-PoznaÒ;3/K/N/2015;2025-11-14;SN3PPW;1;500;SP3SPK;SP3RAX;SQ3OZ;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;TERENOWY KLUB KR”TKOFALARSKI;KRZEMIENIEWO;WIEJSKA;182;;KRZEMIENIEWO;WIEJSKA;182;
UKE-£Ûdü;169/K/L/2015;2025-11-24;SP7SKB;1;500;SQ7NHO;;;"£Ûdzkie Stowarzyszenie Mi≥oúnikÛw MilitariÛw ""KOMPANJA BRUS""";£Ûdü;Konstantynowska;98;;"£Ûdzkie Stowarzyszenie Mi≥oúnikÛw MilitariÛw ""KOMPANJA BRUS""";£Ûdü;Konstantynowska;98;;£Ûdü;Konstantynowska;98;
UKE-Olsztyn;5/K/M/2015;2025-11-28;SN4A;1;500;SP2GUB;SP2HMY;SP4EOO;Grupa ADIA SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;Elblπg;Mostowa;7;;Grupa ADIA SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;Elblπg;Mostowa;7;;Elblπg;Kalinowa;16;
UKE-RzeszÛw;182/K/O/2015;2025-12-02;SP8PEF;1;500;SP8AUP;SP8IQQ;SP8IE;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;MiÍdzyzak≥adowy Klub Polskiego Zwiπzku KrÛtkofalowcÛw przy Burmistrzu Miasta Jaros≥awia;Jaros≥aw;Rynek;6;33;Jaros≥aw;Rynek;6;33
UKE-KrakÛw;201/K/I/2015;2025-12-21;SP9HACK;1;500;SQ9WTF;SO9PH;;FUNDACJA HACKERSPACE KRAK”W;KrakÛw;ul. Radziwi≥≥owska;20;2;FUNDACJA HACKERSPACE KRAK”W;KrakÛw;ul. Radziwi≥≥owska;20;2;KrakÛw;ul. Radziwi≥≥owska;20;2
