number;valid_to;call_sign;category;transmitter_power;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number;lat;lng
5/K/N/2016;2026-04-19;SP3POW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;OSTROWSKI KLUB KRÓTKOFALOWCÓW;OSTRÓW WIELKOPOLSKI;G£OGOWA;34;"";OSTRÓW WIELKOPOLSKI;POZNAÑSKA;43;"";51.6593344389;17.7974234592
7/K/N/2016;2026-07-10;SP3PML;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;WOJSKOWY KLUB KRÓTKOFALOWCÓW I RADIOAMATORÓW PZK;POZNAÑ;DOJAZD;30;"";POZNAÑ;DOJAZD;30;"";;
DZC.NET.5101.33.2017.0;2026-06-15;SP3PGR;Kategoria1;100;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;POZNAÑ;LESZKA;42;"";;
9/K/N/2016;2026-06-30;SP3PWG;Kategoria1;150;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;W¥GROWIECKI KLUB KRÓTKOFALOWCÓW;W¥GROWIEC;OS. WSCHÓD;15c;"";W¥GROWIEC;OS. WSCHÓD;15C;"";52.809169687;17.2280776049
10/K/N/2016;2026-06-30;SP3ZJA;Kategoria1;500;STOWARZYSZENIE SYMPATYKÓW £ACZNOŒCI RADIOWYCH;GOSTYÑ;GÓRNA;30;"";STOWARZYSZENIE SYMPATYKÓW £ACZNOŒCI RADIOWYCH;GOSTYÑ;GÓRNA;30;"";GOSTYÑ;GÓRNA;30;"";;
11/K/N/2016;2026-08-15;SP3PGZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;KOLSKI KLUB KRÓTKOFALOWCÓW;KO£O;KOLEJOWA;11;"";KO£O;KOLEJOWA;11;"";49.9419981447;22.8198228678
12/K/N/2016;2026-12-31;SP3PDK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Sudecki Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Kamienna Góra;Piastowska;3;"";RAWICZ;PRZYJEMSKIEGO;35;"";51.9249751221;20.2055368187
1/K/N/2017;2027-04-05;SP3ZAC;Kategoria1;150;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Wielkopolska;Poznañ;ul. Œw. Marcin;80/82;"";"HARCERSKI KLUB £¥CZNOŒCI ""WILDA""  SP3ZAC";POZNAÑ;OSINOWA;14/16;"";POZNAÑ;OSINOWA;14/16;"";;
DZC.WML.5101.2371.2017.3;2027-12-05;SP6PWS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wroc³aw;Osadnicza;19;"";51.0957610884;16.9356663251
DC.WML.5101.3368.2019.2;2020-12-31;SN90PZK;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Tatarakowa;11;"";;
DC.WML.5101.3369.2019.2;2020-12-31;3Z90PZK;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Wróblewskiego;42;16;;
DC.WML.5101.3370.2019.2;2020-12-31;HF90LKK;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Ketlinga;23;74;51.7837719521;19.384750556
DC.WML.5101.3371.2019.2;2020-12-31;HF90TPBG;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kutno;ul. Kuku³cza;9;"";;
DC.WML.5101.3377.2019.2;2020-12-31;HF90TPCG;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Zduñska Wola;ul. Getta ¯ydowskiego;24;34;51.5908956303;18.9331494983
DC.WML.5101.3380.2019.2;2020-12-31;HF90TPAR;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Warmiñska;2;9;51.7837719521;19.384750556
DC.WML.5101.3381.2019.2;2020-12-31;HF90TPBB;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£êczyca;ul. Belwederska;83;56;;
DC.WML.5101.3383.2019.2;2020-12-31;HF90TPBF;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Ozorków;ul. Po³udniowa;17;"";51.9562296465;19.3122577452
DC.WML.5101.3384.2019.2;2020-12-31;HF90TPCF;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Milionowa;261;47;;
DC.WML.5101.3385.2019.2;2020-12-31;HF90PZK;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£ódŸ;ul. Przêdzalniana;102/104;"";;
158/K/O/2015;2025-09-28;SP8Y;Kategoria1;500;Klub Rodzinny Rodziny Wianeckich;¯abno;¯abno;155;"";Klub Rodzinny Rodziny Wianeckich;¯abno;¯abno;155;"";¯abno;"";155;"";50.6677264713;21.9664740169
182/K/O/2015;2025-12-29;SP8PEF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Miêdzyzak³adowy Klub Polskiego Zwi¹zku Krótkofalowców przy Burmistrzu Miasta Jaros³awia;Jaros³aw;Rynek;6;33;Jaros³aw;Rynek;6;33;50.0184701163;22.6882729525
46/K/O/2016;2026-08-23;SP8PAB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Bieszczadzki Klub Krótkofalowców przy Sanockim Domu Kultury SP8PAB;Sanok;ul. Mickiewicza;24;"";Sanok;ul. Mickiewicza;24;"";;
47/K/O/2016;2026-08-23;SP8KBZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Mielecki Radioklub Polskiego Zwi¹zku Krótkofalowców SP8KBZ;Mielec;ul. Sêkowskiego;6A;11;Mielec;ul. Sêkowskiego;6A;11;;
DZC.WML.5101.2384.2017.2;2027-12-06;SP3KPH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Poznañ;Nowotarska;26/13;62;52.3417134946;16.978936804
53/K/O/2016;2026-09-05;SP8ZBW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Harcerski Klub £¹cznoœci SP8ZBW przy Zespole Szkó³ Technicznych w Jaœle;Jas³o;ul. Staszica;30;"";Jas³o;ul. Staszica;30;"";;
62/K/O/2016;2026-10-16;SP8KKM;Kategoria1;500;Stowarzyszenie Krótkofalowców i Radioamatorów Delta;Dêbica;Sportowa;26;105;Stowarzyszenie Krótkofalowców i Radioamatorów Delta;Dêbica;Sportowa;26;105;Dêbica;ul. Sportowa;26;"";50.04817936;21.4221292239
63/K/O/2016;2026-10-16;SP8YAY;Kategoria1;500;Stowarzyszenie Krótkofalowców i Radioamatorów Delta;Dêbica;Sportowa;26;105;Szkolny Klub £¹cznoœci przy Zespole Szkó³ w Podgrodziu;Podgrodzie;"";56 A;"";BrzeŸnica;ul. Sportowa;14;"";51.5556820498;21.62880507
69/K/O/2016;2026-10-31;SP8ZBX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Krosno;ul. Rzeszowska;10B;"";;
78/K/O/2016;2026-12-13;SP8POP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Rzeszowski Oddzia³ Polskiego Zwi¹zku Krótkofalowców (OT-Nr 18);Rzeszów;ul. D¹browskiego;32;4;Zaczernie;"";218e;"";50.0969094389;21.9960283322
79/K/O/2016;2026-12-13;SP8PRZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Rzeszowski Oddzia³ Polskiego Zwi¹zku Krótkofalowców (OT-Nr 18);Rzeszów;ul. D¹browskiego;32;4;Rzeszów;ul. Herbowa;52;"";;
3/K/O/2017;2027-02-09;SP8PVV;Kategoria1;500;Stowarzyszenie Krótkofalowców i Radioamatorów Delta;Dêbica;Sportowa;26;105;Szkolny Klub £¹cznoœci im. Edwarda Zolowskiego w Ostrowie;Ostrów;"";215;"";Ostrów;"";215;"";;
14/K/O/2017;2027-03-01;SP8KJX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub £¹cznoœci LOK SP8KJX;Jas³o;ul. Koralewskiego;3;9;Jas³o;ul. Szkolna;38;"";49.7476379346;21.473280441
18/K/O/2017;2027-04-10;SP8PLM;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;£añcucki Klub Krótkofalowców;£añcut;ul. Mickiewicza;3;"";£añcut;ul. Mickiewicza;3;"";;
DC.WML.5101.3400.2019.3;2020-12-02;HF28WOSP;Dodatkowe;1500;Samorz¹dowy Oœrodek Kultury w Alwerni;Alwernia;ul. Rynek;3;"";"";"";"";"";"";Alwernia;ul. Rynek;3;"";50.0652057147;19.5403443091
DC.WML.5101.3406.2019.2;2020-12-02;SP100BY;Dodatkowe;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";"";"";"";"";"";£ochowo;ul. Wczasowa;3;"";;
DZC.WML.5101.166.2018.6;2028-02-14;SP3ZAT;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Wielkopolska;Poznañ;ul. Œw. Marcin;80/82;"";"";"";"";"";"";Nekla;Szczepañskiego;7;"";52.3645047773;17.407111463
DC.WML.5101.837.2019.2;2020-03-06;HF50SW;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Rybna;ul. Zielna;5;"";;
13/K/P/2015;2025-03-19;SP1LSK;Kategoria1;500;£obeskie Stowarzyszenie Krótkofalowców;£obez;Piastów;8;"";£obeskie Stowarzyszenie Krótkofalowców;£obez;Piastów;8;"";£obez;Piastów;8;"";53.6452887771;15.6073114864
94/K/P/2015;2025-08-09;SP1KIZ;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK SP1KIZ;Postomino;"";85A;"";Postomino;"";85A;"";;
107/K/P/2015;2025-08-20;SP1PBT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Szczecin;Rubinowa;5;28;53.3796895407;14.6478491275
DZC.WML.5101.2415.2017.2;2027-12-07;SP4KHM;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Biskupiec;Koœciuszki;3;"";;
331/K/P/2016;2026-07-20;SP1PWP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Police;Kosynierów Gdyñskich;"";"";53.5416064415;14.5646192109
388/K/P/2016;2026-08-09;SP1KGU;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK SP1KGU;Bia³ogard;Zwyciêstwa;10;"";Bia³ogard;Zwyciêstwa;10;"";;
437/K/P/2016;2026-10-09;SP1HOM;Kategoria1;500;Stowarzyszenie Przyjació³ Harcerskiego Oœrodka Morskiego w Szczecinie;Szczecin;¯aglowa;2;"";Stowarzyszenie Przyjació³ Harcerskiego Oœrodka Morskiego w Szczecinie;Szczecin;¯aglowa;2;"";Szczecin;¯aglowa;2;"";53.4016556766;14.6680363615
495/K/P/2016;2026-12-22;SP1KQR;Kategoria1;500;Ba³tyckie Stowarzyszenie Krótkofalowców;Ko³obrzeg;ul. Gie³dowa;11;35;"Radioklub ""FALA"" przy Zespole Szkó³ Morskich w Ko³obrzegu";Ko³obrzeg;Arciszewskiego;21;"";Ko³obrzeg;Arciszewskiego;21;"";;
508/K/P/2016;2026-12-15;SP1PMY;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Myœliborski Klub £¹cznoœci PZK;Myœlibórz;1 MAJA;19;"";Myœlibórz;Spokojna;22;"";52.9278801711;14.873932687
009/K/P/2017;2027-01-29;SP1PAN;Kategoria1;500;Ba³tyckie Stowarzyszenie Krótkofalowców;Ko³obrzeg;ul. Gie³dowa;11;35;Ba³tyckie Stowarzyszenie Krótkofalowców;Ko³obrzeg;ul. Gie³dowa;11;35;Trzebiatów;ZAGÓRSKA;20;"";;
13/K/P/2017;2027-01-31;SP1ZHR;Kategoria1;500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;Klub Krótkofalarski przy Pomorskim Hufcu Harcerzy;Koszalin;Ks. J.Popie³uszki;2;"";Koszalin;Ks. J.Popie³uszki;2;"";54.1826658512;16.1725677803
DZC.WML.5101.173.2018.2;2028-01-18;SP9PSJ;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;"";"";"";"";"";Liszki;"";3;"";;
DC.WML.5101.838.2019.2;2020-03-06;HF50BG;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kraków;ul. Nefrytowa;27;14;50.028622114;19.8573023696
DC.WML.5101.839.2019.2;2029-03-06;SN0PS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Gliwice;ul. Kochanowskiego;37;1016;;
DC.WML.5101.842.2019.2;2020-03-06;HF9ZPM;Dodatkowe;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";"";"";"";"";"";£ochowo;ul. Wczasowa;3;"";51.8803455995;15.4147616443
DC.WML.5101.843.2019.2;2020-03-06;SP2ZHP;Dodatkowe;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";"";"";"";"";"";£ochowo;ul. Wczasowa;3;"";;
DC.WML.5101.844.2019.2;2020-05-02;HF100S;Dodatkowe;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";"";"";"";"";"";£ochowo;ul. Wczasowa;3;"";51.8803455995;15.4147616443
DC.WML.5101.873.2019.2;2020-03-12;SN0OMS;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;ul. Glinki;32;E-2;;
DC.WML.5101.875.2019.2;2020-03-12;SN2IU;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;ul. Glinki;32;E-2;53.1209975745;18.0447200466
DC.WML.5101.3444.2019.2;2020-12-09;SO28WOSP;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Ostrów Wielkopolski;ul. Poznañska;43;"";;
DC.WML.5101.3489.2019.3;2029-12-14;SP1ZHB;Kategoria1;500;Chor¹giew Zachodniopomorska Zwi¹zku Harcerstwa Polskiego;Szczecin;ul. Ogiñskiego;15;"";"";"";"";"";"";Barlinek;ul. Ogrodowa;13;1;52.9944407339;15.2037052707
DC.WML.5101.3490.2019.3;2029-12-14;SP1ZHP;Kategoria1;500;Chor¹giew Zachodniopomorska Zwi¹zku Harcerstwa Polskiego;Szczecin;ul. Ogiñskiego;15;"";"";"";"";"";"";Myœlibórz;ul. Szarych Szeregów;6;"";;
DZC.WML.5101.2454.2017.2;2028-01-06;SP9YGD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Sosnowiec;Lelewela;25;"";53.1209234766;21.7946011084
DC.WML.5101.871.2019.3;2020-03-12;SN2ESH;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;ul. Glinki;32;E-2;;
136/K/R/2015;2025-07-01;SP6PGH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Klub Krótkofalowców PZK ""HORYZONT""";Wroc³aw;ul. Spacerowa;45;"";Wroc³aw;ul. Spacerowa;45;"";51.1652136528;17.1536216609
153/K/R/2015;2025-07-01;3Z0TECH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Dolnoœl¹ski Klub Krótkofalowców Konstruktorów PZK;Mokronos Górny;Aleja Konwaliowa;9;"";Mokronos Górny;Aleja Konwaliowa;9;"";;
1/K/R/2016;2026-01-26;SP6PWW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub Krótkofalowców PZK im. Adama Zalewskiego SP6OF przy kole Nr 5 SEP;WROC£AW;Pi³sudzkiego;74;330;Wroc³aw;ul. Pi³sudskiego;74;330;;
2/K/R/2016;2026-02-19;SP6PYP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Szkolny Klub Krótkofalowców PZK ""ANTENKA""";O³awa;Koœciuszki;45;"";Bystrzyca;ul. Koœciuszki;45;"";52.6391616228;17.9800144887
154/K/R/2016;2026-03-16;SN6J;Kategoria1;500;Sudecki Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Kamienna Góra;Piastowska;3;"";Izerski Klub Radioamatorów, Contest Club;Jelenia Góra;ul. Jana Sobieskiego;56;58;Kromnów;"";103;"";;
91/K/R/2016;2026-09-23;SP6PCC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Brzeg Dolny;ul. 1 Maja;1A;"";;
87/K/R/2016;2026-10-07;SP6ZDA;Kategoria1;100;Stowarzyszenie Strzelcy Wroc³awia;Wroc³aw;ul. Legnicka;65;"";Stowarzyszenie Strzelcy Wroc³awia;Wroc³aw;ul. Legnicka;65;"";Wilczyce;ul. Sportowa;23;"";50.7454514262;21.6749703382
88/K/R/2016;2026-12-03;SP6PTT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Twardogóra;ul. W³adys³awa Jagie³³y;10;"";;
89/K/R/2016;2026-12-02;SP6KBL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;K³odzko;ul. Piêkna;2;"";50.4452507141;16.6664840896
1/K/R/2017;2027-03-01;SP6PAX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Kamienna Góra;ul. Piastowska;3;"";;
DC.WML.5101.872.2019.3;2020-03-12;SN1IW;Dodatkowe;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;ul. Glinki;32;E-2;53.1209975745;18.0447200466
36/K/S/2015;2025-09-28;SP10A;Kategoria1;500;STOWARZYSZENIE PRZYSTAÑ W KROŒNIE ODRZAÑSKIM;Krosno Odrzañskie;PIASTÓW;10E;"";STOWARZYSZENIE PRZYSTAÑ W KROŒNIE ODRZAÑSKIM;Krosno Odrzañskie;PIASTÓW;10E;"";Krosno Odrzañskie;PIASTÓW;10E;"";;
34/K/S/2016;2026-02-18;SP3PJY;Kategoria1;500;"STOWARZYSZENIE KRÓTKOFALOWCÓW WZGÓRZ DALKOWSKICH ""SP3KEY""";Nowa Sól;AL. WOLNOŒCI;8;"";"STOWARZYSZENIE KRÓTKOFALOWCÓW WZGÓRZ DALKOWSKICH ""SP3KEY""";Nowa Sól;AL. WOLNOŒCI;8;"";Nowe Miasteczko;22 LIPCA;18;"";51.6862264742;15.7331789774
32/K/S/2016;2026-06-04;SP3PGX;Kategoria1;500;UNIWERSYTET ZIELONOGÓRSKI;Zielona Góra;LICEALNA;9;"";UNIWERSYTET ZIELONOGÓRSKI;Zielona Góra;LICEALNA;9;"";Zielona Góra;PODGÓRNA;50;C3/408;;
37/K/S/2016;2026-10-17;SP3KEY;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK Nowosolski Klub Krótkofalowców;Nowa Sól;AL. WOLNOŒCI;8;"";Nowa Sól;AL. WOLNOŒCI;8;"";51.8003369822;15.725081284
39/K/S/2016;2026-12-15;SP3YPR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Gorzów Wielkopolski;OLIMPIJSKA;1;"";;
DZC.WML.5101.426.2018.2;2025-02-02;SP2ZCH;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego;Warszawa;Marii Konopnickiej;6;"";Harcerski Klub £¹cznoœci FERRYT;Inowroc³aw;ul. Wojska Polskiego;5;"";Inowroc³aw;Wojska Polskiego;5;"";52.7829861862;18.2448385597
DZC.WML.5101.2460.2017.2;2027-12-12;3Z7H;Kategoria1;500;Towarzystwo Przyjació³ Fal Krótkich;£ódŸ;ul. Tatrzañska;98;26;"";"";"";"";"";Grabina;"";34;"";;
DZC.WML.5101.2481.2017.2;2027-12-14;SP5YBA;Kategoria1;500;"Stowarzyszenie Krótkofalarski Klub £¹cznoœci ""BAKS""";£ajski;Leœna;10;"";"";"";"";"";"";£ajski;Leœna;10;"";52.4288890908;20.9393625815
DZC.WML.5101.2489.2017.2;2027-12-14;SP9YFF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wojkowice;Plaka;4A;4;;
DZC.WML.5101.2493.2017.3;2027-12-14;SP7PAD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Sochaczew;Ryszarda Kaczorowskiego;3;"";52.225387088;20.2387730819
DZC.WML.5101.2523.2017.2;2028-01-19;SP3PKC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Œrem;Grunwaldzka;10;"";52.0802707989;17.0112736338
DC.WML.5101.961.2019.2;2029-03-15;SP6KGJ;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";G³ogów;ul. Kamienna Droga;2;"";;
DC.WML.5101.962.2019.2;2029-03-15;SP9KJM;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Siemianowice Œl¹skie;ul. Niepodleg³oœci;51;"";50.303618013;19.0080243647
DC.WML.5101.964.2019.2;2020-03-15;SP75WA;Dodatkowe;1500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Warszawa;ul. Chocimska;14;415;52.2091700365;21.0237056144
DC.WML.5101.965.2019.2;2020-03-15;SQ75PW;Dodatkowe;1500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Warszawa;ul. Chocimska;14;415;;
DC.WML.5101.966.2019.2;2020-03-15;SN3P;Dodatkowe;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Kalisz;ul. Poznañska;201;205;51.740232688;18.1160204876
DC.WML.5101.967.2019.2;2020-03-15;SN1919PS;Dodatkowe;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Tarnowskie Góry;ul. Sienkiewicza;48;"";;
DC.WML.5101.973.2019.2;2020-03-19;SN6O;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Dobrzeñ Wielki;ul. Stawy;"";"";;
DC.WML.5101.3555.2019.2;2021-01-21;SN1I;Dodatkowe;1500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;"";"";"";"";"";Koszalin;ul. Kwiatkowskiego;26A;"";54.1826658512;16.1725677803
DC.WML.5101.3597.2019.2;2020-01-31;HF7SIEMA;Dodatkowe;1500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew £ódzka;£ódŸ;Stefanowskiego;19;"";"";"";"";"";"";£ódŸ;ul. Stefanowskiego;19;"";;
DZC.WML.5101.2554.2017.2;2028-01-29;SP5KAB;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Warszawa;Mokotowska;17;34;52.2194317998;21.017411236
DZC.WML.5101.424.2018.2;2028-02-14;SP8YCB;Kategoria1;500;Pluton £¹cznoœci Kierowania OC;Lublin;ul. Lubomelska;1-3;1124;"";"";"";"";"";Lublin;Lubomelska;1-3;1124;51.2504002104;22.5523296835
9/K/B/2015;2025-02-22;SN0STS;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Warszawski Klub Krótkofalowców;Warszawa;ul. Mochnackiego;4;77;Warszawa;Mochnackiego;4;77;;
10/K/B/2015;2025-02-22;SP5PDB;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Klub Krótkofalowców przy Technikum nr 7 w Warszawie;Warszawa;ul. Szczêœliwicka;56;"";Warszawa;ul. Szczêœliwicka;56;"";52.2136630429;20.9676440085
11/K/B/2015;2025-03-26;SP5B;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Piaseczno;ul. Powstañców  Warszawy;12A;33;;
